0_10,10_20,20_30,30_40,40_50,50_60,60_70,70_80,80_90,90_100
8.088,8.876,8.08,7.952,7.948,7.964,8.016,7.992,10.428,7.848
8.048,8.84,8.032,7.852,7.9,7.976,8.072,8.136,9.136,7.856
8.092,8.956,8.052,7.796,7.852,7.904,8.048,8.112,8.344,7.964
8.204,9.12,8.172,7.868,7.88,7.892,7.924,7.936,7.912,8.02
8.172,9.128,8.136,7.952,7.944,8.032,8.016,7.996,7.836,7.872
8.084,9.076,8.052,7.896,7.908,8.056,8.092,8.136,7.936,7.848
8.152,9.136,8.072,7.784,7.856,8.016,8.056,8.16,8.068,7.94
8.248,9.268,8.204,7.848,7.864,7.96,7.94,7.992,8.112,8.008
8.212,9.276,8.16,7.952,7.956,8.028,8,8.016,8.104,7.876
8.1,9.232,8.088,7.908,7.92,8.06,8.076,8.136,8.14,7.852
8.144,9.216,8.048,7.788,7.84,7.956,8.056,8.208,8.212,7.912
8.292,9.312,8.208,7.828,7.72,7.908,7.928,8.064,8.184,8.024
8.264,9.252,8.216,7.936,7.848,7.956,7.984,8.08,8.116,7.928
8.168,9.072,8.168,7.912,8.108,8,8.08,8.168,8.16,7.84
8.192,8.936,8.116,7.804,8.532,7.892,8.092,8.272,8.188,7.92
8.304,8.936,8.248,7.812,9.076,7.82,7.96,8.152,8.22,8.02
8.296,8.84,8.272,7.944,9.836,7.864,7.984,8.08,8.132,7.96
8.232,8.708,8.24,7.912,10.64,7.916,8.068,8.208,8.168,7.84
8.232,8.54,8.188,7.784,11.168,7.836,8.1,8.32,8.172,7.908
8.34,8.544,8.304,7.764,11.156,7.736,7.98,8.252,8.248,8.012
8.396,8.504,8.372,7.888,10.024,7.768,7.984,8.156,8.192,7.984
8.352,8.404,8.316,7.936,8.72,7.868,8.056,8.26,8.2,7.836
8.332,8.26,8.276,7.86,7.952,7.82,8.108,8.416,8.2,7.864
8.424,8.268,8.34,7.832,7.692,7.708,8.016,8.368,8.292,8.004
8.5,8.332,8.468,7.956,7.844,7.752,7.988,8.244,8.2,7.984
8.48,8.292,8.432,8.012,7.912,7.848,8.04,8.38,8.208,7.908
8.44,8.12,8.368,7.944,7.928,7.852,8.096,8.536,8.228,7.92
8.528,8.16,8.404,7.916,7.916,7.744,8.024,8.544,8.304,8.044
8.624,8.256,8.564,8.044,7.968,7.772,7.964,8.404,8.284,8.132
8.628,8.26,8.568,8.16,8.068,7.84,8.052,8.488,8.268,8.008
8.604,8.072,8.532,8.084,8.016,7.796,8.104,8.66,8.304,8.028
8.7,8.112,8.584,7.988,7.972,7.648,8.052,8.74,8.352,8.124
8.84,8.208,8.756,8.016,7.984,7.828,7.956,8.636,8.356,8.224
8.852,8.204,8.756,8.124,8.076,8.252,8.036,8.704,8.308,8.08
8.808,8.084,8.732,8.028,7.988,8.808,8.084,8.896,8.376,8.024
8.9,8.08,8.744,7.92,7.952,9.308,8.044,8.98,8.404,8.108
9.048,8.2,8.952,7.944,7.98,10.032,7.956,8.884,8.428,8.152
9.072,8.168,8.984,8.064,8.064,10.808,7.984,8.9,8.356,8.044
9.024,8.096,9,8.008,8.056,11.276,8.056,9.044,8.432,7.968
9.072,8.032,9.008,7.844,8.02,10.66,8.08,9.196,8.472,8.028
9.196,8.164,9.164,7.82,8.032,9.18,7.944,9.072,8.504,8.104
9.216,8.176,9.224,7.936,8.112,8.156,7.96,9.028,8.452,7.996
9.128,8.128,9.18,7.892,8.132,7.832,8.04,9.14,8.524,7.88
9.088,8.048,9.092,7.768,8.084,7.804,8.06,9.216,8.564,7.904
9.16,8.144,9.2,7.76,8.024,7.748,7.972,9.056,8.648,7.98
9.108,8.2,9.252,7.888,8.12,7.82,7.964,8.856,8.608,7.948
8.92,8.176,9.124,7.908,8.164,7.952,8.036,8.84,8.66,7.836
8.784,8.036,8.992,7.792,8.124,7.968,8.084,8.844,8.72,7.864
8.736,8.12,8.964,7.752,8.064,7.9,7.948,8.684,8.816,7.98
8.704,8.176,8.972,7.848,8.164,7.896,7.932,8.424,8.796,7.988
8.548,8.204,8.748,7.908,8.172,8,8,8.424,8.864,7.824
8.404,8.036,8.536,7.82,8.168,7.984,8.056,8.464,8.92,7.844
8.376,8.12,8.468,7.772,8.128,7.876,7.972,8.344,9.032,7.956
8.396,8.22,8.52,7.816,8.168,7.856,7.924,8.132,9.052,8
8.268,8.216,8.4,7.828,8.256,7.98,8.008,8.104,9.056,7.844
8.14,8.024,8.264,7.8,8.248,8,8.052,8.152,9.132,7.788
8.172,8.08,8.176,7.968,8.204,7.896,8.036,8.184,9.216,7.792
8.224,8.196,8.28,8.452,8.244,7.88,7.94,7.976,9.22,7.984
8.168,8.164,8.184,9.092,8.332,7.984,8.008,7.976,9.228,8.196
8.072,8.068,8.08,9.676,8.328,8.02,8.064,8.068,9.28,8.664
8.092,8.084,8.012,10.396,8.296,7.976,8.012,8.144,9.308,9.316
8.16,8.196,8.116,10.988,8.324,7.924,7.924,7.96,9.312,10.132
8.148,8.168,8.104,11.128,8.432,7.988,7.952,7.904,9.216,10.824
8.048,8.096,8.052,9.916,8.46,8.076,8.028,8.012,9.184,11.192
8.032,8.068,7.956,8.568,8.448,8.004,8.052,8.092,9.14,10.864
8.136,8.168,8.076,7.832,8.468,7.944,7.936,7.968,9.024,9.652
8.12,8.164,8.116,7.736,8.592,8.028,7.948,7.888,8.848,8.44
8.032,8.12,8.02,7.832,8.644,8.128,8.028,7.98,8.744,7.808
8.032,8.08,7.964,7.72,8.64,8.048,8.056,8.1,8.68,7.808
8.096,8.136,8.02,7.808,8.656,8,7.94,8.012,8.608,7.976
8.152,8.18,8.088,7.956,8.756,8.068,7.956,7.86,8.488,7.976
8.044,8.152,8.036,8.012,8.852,8.164,8.028,7.952,8.388,7.868
8.028,8.028,7.96,7.94,8.84,8.136,8.072,8.072,8.364,7.968
8.108,8.112,7.996,7.912,8.868,8.08,8.004,8.032,8.34,8.1
8.164,8.176,8.1,7.948,8.972,8.1,7.936,7.856,8.24,8.132
8.096,8.156,8.036,8.032,9.04,8.236,8.012,7.94,8.196,7.936
8.008,8.02,7.96,7.928,9.02,8.196,8.068,8.072,8.196,7.96
8.06,8.064,7.988,7.876,9.008,8.132,8,8.068,8.232,8.064
8.144,8.192,8.1,7.96,9.068,8.172,7.924,7.884,8.164,8.116
8.1,8.184,8.072,8.024,9.14,8.28,8.016,7.924,8.136,7.976
8.016,8.032,7.976,7.988,9.064,8.332,8.072,8.048,8.136,7.96
8.068,8.032,7.984,7.876,8.992,8.26,8.032,8.076,8.196,8.064
8.18,8.148,8.096,7.952,8.928,8.276,7.916,7.9,8.148,8.132
8.124,8.136,8.056,8.08,8.92,8.4,7.992,7.908,8.076,7.996
8.004,8.032,8,8.008,8.744,8.464,8.032,8.032,8.108,7.968
8.072,8.032,7.956,7.912,8.612,8.416,8.052,8.088,8.156,8.072
8.172,8.148,8.08,7.968,8.496,8.408,7.936,7.94,8.144,8.164
8.144,8.132,8.1,8.1,8.472,8.552,7.988,7.896,8.048,8.084
8.044,8.06,8.024,8.068,8.392,8.668,8.052,8,8.108,8.024
8.04,8.028,7.976,7.98,8.26,8.636,8.048,8.128,8.16,8.064
8.136,8.104,8.068,7.98,8.168,8.648,7.96,7.984,8.14,8.192
8.148,8.128,8.104,8.148,8.212,8.776,7.972,7.896,8.076,8.16
8.072,8.096,8.016,8.152,8.172,8.9,8.048,8,8.124,8.032
8.052,8.024,7.976,8.04,8.08,8.888,8.076,8.088,8.108,8.1
8.132,8.096,8.036,8.048,8,8.844,7.964,8.02,8.14,8.248
8.168,8.156,8.124,8.196,8.064,8.924,7.956,7.888,8.092,8.232
8.08,8.128,8.068,8.192,8.088,9.08,8.044,7.972,8.1,8.092
8.024,7.972,7.964,8.112,8.028,9.076,8.084,8.088,8.092,8.136
8.128,8.068,7.988,8.088,7.956,8.984,8.004,8.048,8.156,8.264
8.152,8.176,8.116,8.232,7.996,9.048,7.968,7.868,8.096,8.312
8.104,8.236,8.056,8.292,8.064,9.144,8.096,7.96,8.088,8.184
8.032,8.076,7.972,8.22,8.004,9.072,8.148,8.088,8.116,8.208
8.072,8.144,7.968,8.172,7.956,8.912,8.136,8.072,8.18,8.312
8.184,8.28,8.112,8.284,8.016,8.824,8.052,7.856,8.14,8.412
8.112,8.304,8.052,8.36,8.052,8.796,8.124,7.904,8.052,8.252
8.048,8.192,7.992,8.324,8.004,8.696,8.24,8.04,8.088,8.284
8.076,8.244,7.98,8.276,7.96,8.484,8.26,8.08,8.148,8.404
8.152,8.356,8.092,8.396,7.972,8.368,8.144,7.904,8.124,8.508
8.12,8.32,8.06,8.532,8.044,8.364,8.18,7.916,8.068,8.404
8.028,8.204,7.984,8.524,7.996,8.304,8.244,8.04,8.108,8.376
8.06,8.172,7.944,8.476,7.976,8.16,8.2,8.076,8.12,8.516
8.144,8.264,8.084,8.556,7.94,8.056,8.072,7.924,8.144,8.64
8.14,8.232,8.072,8.72,8.024,8.056,8.088,7.864,8.032,8.592
8.02,8.168,8.004,8.712,8.024,8.092,8.184,7.976,8.064,8.536
8.048,8.124,7.96,8.684,7.988,8.012,8.18,8.072,8.14,8.66
8.14,8.168,8.028,8.732,7.952,7.928,8.028,7.972,8.124,8.828
8.144,8.172,8.068,8.92,8.02,7.964,8.02,7.856,8.06,8.84
8.032,8.108,8,8.972,8.048,8.028,8.056,7.98,8.088,8.768
8.02,7.988,7.96,8.916,8.012,7.944,8.052,8.088,8.108,8.9
8.104,8.076,7.984,8.936,7.948,7.86,7.98,8.004,8.12,9.072
8.144,8.076,8.092,9.08,8.044,7.892,7.936,7.848,8.052,9.076
8.064,8.056,8.012,9.14,8.064,8.004,8.036,7.944,8.076,8.988
8.008,7.94,7.96,9.056,8.008,7.936,8.048,8.072,8.072,9.076
8.12,7.996,7.968,9.02,7.948,7.848,7.98,8.02,8.116,9.216
8.172,8.1,8.1,9.088,8.028,7.856,7.928,7.864,8.06,9.244
8.112,8.108,7.976,9.124,8.032,7.972,7.992,7.932,8.044,9.096
8.088,7.928,7.948,8.94,8,7.956,8.06,8.056,8.056,9.096
8.176,8.004,7.94,8.796,7.96,7.852,7.972,8.052,8.108,9.148
8.276,8.104,8.088,8.752,8.02,7.86,7.94,7.86,8.084,9.116
8.244,8.076,8.032,8.708,8.092,7.964,8.016,7.9,8.036,8.876
8.164,7.892,7.96,8.52,8.032,7.956,8.032,8.028,8.024,8.728
8.256,7.828,7.976,8.34,7.996,7.856,7.9,8.068,8.068,8.684
8.32,8.096,8.148,8.288,7.996,7.848,7.936,7.888,8.04,8.672
8.28,8.416,8.116,8.332,8.076,7.928,8.344,7.892,8,8.44
8.172,8.868,8.096,8.192,8.036,7.96,8.908,8,8.04,8.324
8.172,9.472,8.064,8.068,7.96,7.864,9.444,8.084,8.076,8.34
8.26,10.34,8.184,8.064,7.972,7.816,10.096,7.928,8.108,8.352
8.232,11.004,8.228,8.128,8.064,7.904,10.876,7.908,7.996,8.176
8.116,11.336,8.216,8.06,8.048,7.928,11.428,8.032,8.044,8.06
8.096,10.692,8.136,7.892,8,7.892,11.028,8.176,8.044,8.092
8.18,9.444,8.196,7.916,7.956,7.844,9.52,8.04,8.06,8.176
8.14,8.42,8.236,8.028,8.036,7.872,8.384,7.988,8,8.112
8.012,7.948,8.156,8.004,8.032,7.988,7.992,8.124,8.06,7.948
7.956,7.828,8.06,7.9,7.976,7.916,8,8.244,8.032,8.008
8.068,7.956,8.084,7.88,7.932,7.84,7.936,8.212,8.116,8.112
8.08,8.064,8.208,7.988,8.028,7.884,7.96,8.072,8.06,8.076
8,8.092,8.104,7.976,8.068,7.992,8.092,8.132,8.092,7.94
7.948,8.032,8.016,7.884,7.988,7.948,8.18,8.22,8.12,7.956
8.012,8.1,8.004,7.836,7.96,7.832,8.112,8.204,8.168,8.068
8.08,8.176,8.1,7.936,8.008,7.848,8.052,7.988,8.12,8.08
8.016,8.184,7.996,7.972,8.036,7.98,8.124,8.048,8.14,7.932
7.944,8.036,7.932,7.912,7.98,7.956,8.184,8.16,8.208,7.952
8.012,8.06,7.908,7.856,7.936,7.832,8.144,8.176,8.3,8.052
8.1,8.192,8.064,7.924,7.956,7.86,8.048,7.94,8.236,8.08
8.036,8.172,8,7.98,8.048,7.94,8.124,7.96,8.136,7.912
7.88,8.052,7.896,7.912,7.988,7.924,8.164,8.016,8.172,7.92
7.904,8.072,7.932,7.836,7.94,7.848,8.116,8.06,8.22,8.016
8.208,8.212,8.036,7.884,7.952,7.812,8.028,7.836,8.184,8.06
8.564,8.176,8.016,7.992,8.02,7.904,8.116,7.84,8.108,7.98
9.008,8.116,7.956,7.96,8.012,7.912,8.192,7.952,8.148,7.908
9.656,8.1,7.94,7.848,7.952,7.872,8.188,8.024,8.16,7.996
10.504,8.22,8.02,7.896,7.932,7.788,8.068,7.88,8.096,8.12
11.156,8.22,7.996,8.004,8.032,7.856,8.148,7.832,8,8.004
11.36,8.164,7.84,7.996,8.04,7.948,8.224,7.968,8.008,7.928
10.54,8.112,7.948,7.848,7.956,7.872,8.244,8.04,8.016,7.984
9.24,8.228,8.396,7.864,7.956,7.808,8.136,7.94,8.004,8.088
8.288,8.264,8.988,7.988,8.068,7.86,8.132,7.86,7.928,8.04
7.924,8.244,9.516,7.984,8.092,7.928,8.248,7.944,7.988,7.892
7.908,8.18,10.228,7.868,8.048,7.868,8.284,8.02,7.96,7.984
8.084,8.268,10.948,7.848,8.064,7.78,8.208,7.868,8.036,8.08
8.148,8.308,11.508,7.972,8.148,7.828,8.2,7.8,7.972,8.08
8.104,8.296,10.848,7.968,8.172,7.908,8.236,8.164,7.984,7.908
8.064,8.204,9.436,7.884,8.164,7.868,8.328,8.752,7.996,7.936
8.152,8.284,8.332,7.848,8.164,7.78,8.256,9.284,8.064,8.064
8.204,8.396,8.004,7.956,8.232,7.804,8.216,9.788,7.98,8.064
8.148,8.416,7.856,7.992,8.192,7.908,8.328,10.604,7.96,7.92
8.068,8.248,7.892,7.9,8.128,7.9,8.388,11.312,7.888,7.904
8.116,8.316,7.928,7.856,8.092,7.792,8.348,11.244,7.908,8.072
8.228,8.472,8.128,7.912,8.108,7.792,8.308,9.816,8.132,8.068
8.156,8.496,8.112,7.984,8.16,7.868,8.408,8.512,8.56,7.94
8.064,8.372,8.068,7.928,8.112,7.908,8.456,8.012,9.192,7.876
8.12,8.432,8.052,7.82,8.048,7.808,8.448,7.968,9.92,8.024
8.236,8.568,8.176,7.868,8.016,7.804,8.416,7.86,10.672,8.056
8.192,8.616,8.12,8.004,8.044,7.888,8.5,7.888,11.144,7.936
8.096,8.56,8.056,7.948,7.98,7.888,8.592,8.008,11.34,7.896
8.164,8.572,8.036,7.84,7.924,7.792,8.636,8.14,10.348,7.996
8.268,8.728,8.144,7.88,7.928,7.76,8.572,8.028,9.004,8.076
8.26,8.784,8.18,7.996,8.004,7.824,8.656,7.964,8.068,7.964
8.156,8.8,8.088,7.952,7.98,7.88,8.788,8.048,7.82,7.888
8.152,8.76,8.052,7.82,7.9,7.808,8.824,8.164,7.836,7.96
8.272,8.944,8.144,7.828,7.888,7.764,8.756,8.052,7.936,8.064
8.296,9.008,8.208,7.96,7.964,7.852,8.852,7.932,7.916,7.992
8.224,9.056,8.12,7.988,7.988,7.896,8.984,8.016,8.024,7.88
8.204,8.976,8.072,7.868,7.928,7.836,9.04,8.148,8.076,7.932
8.328,9.132,8.128,7.868,7.944,7.772,9.02,8.084,8.144,8.044
8.352,9.2,8.264,7.944,8.004,7.796,9.056,7.928,8.06,8.028
8.296,9.208,8.18,7.98,7.996,7.892,9.184,8.048,8.108,7.864
8.268,9.112,8.14,7.836,7.856,7.844,9.256,8.156,8.112,7.892
8.356,9.212,8.148,7.832,7.824,7.768,9.208,8.14,8.116,8.016
8.412,9.284,8.3,7.94,8.076,7.788,9.184,7.968,8.084,8.036
8.372,9.228,8.204,7.984,8.508,7.892,9.268,8.044,8.096,7.884
8.328,9.048,8.196,7.88,8.968,7.848,9.264,8.164,8.12,7.88
8.432,8.988,8.196,7.82,9.56,7.78,9.188,8.172,8.164,7.96
8.508,8.984,8.336,7.9,10.352,7.768,9.064,8.004,8.128,8.052
8.484,8.844,8.308,7.976,11.092,7.86,9.016,8.08,8.096,7.924
8.444,8.612,8.252,7.912,11.344,7.884,8.944,8.208,8.148,7.94
8.508,8.532,8.264,7.804,10.492,7.82,8.808,8.236,8.164,8.02
8.64,8.544,8.38,7.868,9.076,7.84,8.588,8.112,8.168,8.112
8.632,8.464,8.384,7.976,8.224,7.908,8.572,8.064,8.108,8.028
8.548,8.316,8.328,7.976,7.884,7.964,8.564,8.24,8.164,7.968
8.624,8.22,8.312,7.864,7.904,7.888,8.46,8.312,8.216,8.108
8.788,8.296,8.46,7.928,7.944,7.9,8.268,8.192,8.196,8.252
8.844,8.24,8.48,8.064,8.076,8.004,8.272,8.156,8.148,8.152
8.784,8.164,8.44,8.04,8.112,8.124,8.284,8.276,8.204,8.036
8.832,8.036,8.448,7.928,8.072,8.04,8.26,8.384,8.212,8.1
9,8.148,8.544,7.988,8.068,7.924,8.112,8.28,8.256,8.16
9.068,8.14,8.652,8.164,8.132,7.972,8.096,8.212,8.216,8.132
9.008,8.124,8.588,8.164,8.12,8.04,8.152,8.348,8.26,7.988
9.056,8,8.62,8.008,8.024,7.972,8.156,8.476,8.308,8.016
9.184,8.076,8.724,7.984,8.052,7.852,8.08,8.44,8.312,8.088
9.24,8.116,8.872,8.1,8.1,7.9,8.04,8.284,8.252,8.044
9.204,8.088,8.804,8.112,8.144,7.968,8.14,8.412,8.28,7.856
9.18,7.984,8.82,7.98,8.056,7.908,8.168,8.556,8.352,7.856
9.292,8.044,8.892,7.932,8.06,7.784,8.08,8.584,8.388,7.952
9.304,8.128,9.068,8.024,8.088,7.784,8.012,8.44,8.384,7.96
9.216,8.1,9.056,8.016,8.164,7.844,8.092,8.552,8.38,7.84
9.044,7.94,9.036,7.908,8.084,7.816,8.12,8.74,8.436,7.84
9.012,8.004,9.108,7.84,8.088,7.748,8.112,8.796,8.516,7.94
8.976,8.112,9.236,7.892,8.136,7.72,8.004,8.652,8.484,7.972
8.824,8.108,9.224,7.92,8.196,7.804,8.076,8.776,8.496,7.848
8.648,7.968,9.176,7.84,8.172,7.844,8.112,8.94,8.56,7.812
8.572,8.008,9.16,7.804,8.124,7.736,8.092,9.02,8.652,7.908
8.6,8.108,9.256,7.864,8.164,7.712,7.984,8.928,8.684,7.992
8.488,8.088,9.176,7.932,8.232,7.804,8.068,8.944,8.664,7.888
8.324,8.024,9.052,7.876,8.22,7.836,8.128,9.12,8.756,7.776
8.292,7.98,8.936,7.78,8.16,7.768,8.128,9.232,8.844,7.796
8.364,8.1,8.896,7.824,8.18,7.712,8.036,9.132,8.912,7.844
8.284,8.072,8.828,7.944,8.264,7.732,8.044,9.076,8.86,7.964
8.176,8.04,8.632,7.896,8.264,7.72,8.12,9.192,9.008,8.264
8.132,7.992,8.472,7.772,8.204,7.9,8.128,9.26,9.064,8.94
8.22,8.092,8.476,7.724,8.228,8.248,8.02,9.112,9.124,9.736
8.224,8.096,8.448,7.78,8.332,8.864,8.036,8.936,9.104,10.488
8.116,8.06,8.328,8.004,8.34,9.584,8.116,8.904,9.168,10.956
8.092,7.984,8.224,8.292,8.288,10.28,8.136,8.912,9.22,11.212
8.152,8.052,8.232,8.876,8.312,10.764,8.032,8.752,9.252,10.392
8.212,8.112,8.284,9.664,8.392,11.028,8.02,8.5,9.212,9.108
8.124,8.12,8.152,10.48,8.42,10.18,8.096,8.48,9.176,8.024
8.08,7.964,8.084,10.928,8.376,8.868,8.136,8.504,9.128,7.676
8.156,8.036,8.092,11.108,8.404,7.888,8.072,8.396,9.072,7.764
8.2,8.116,8.216,10.236,8.508,7.564,7.992,8.136,8.948,7.884
8.132,8.1,8.116,9.016,8.548,7.684,8.088,8.176,8.8,7.78
8.044,7.956,8.072,8.024,8.544,7.728,8.156,8.252,8.712,7.852
8.12,8.012,8.088,7.612,8.544,7.708,8.092,8.196,8.628,8.008
8.22,8.108,8.2,7.644,8.64,7.756,8.004,7.984,8.504,8.064
8.148,8.072,8.104,7.836,8.752,7.904,8.048,8.012,8.368,7.944
8.06,7.972,8.076,7.848,8.744,7.936,8.124,8.12,8.348,7.888
8.116,7.992,8.056,7.82,8.74,7.848,8.088,8.156,8.336,8.02
8.204,8.112,8.168,7.932,8.82,7.82,7.968,7.956,8.248,8.092
8.192,8.076,8.108,8.028,8.976,7.908,8.02,7.948,8.128,7.98
8.068,8.02,8.064,7.992,8.976,7.92,8.092,8.076,8.184,7.892
8.116,7.992,8.04,7.888,8.968,7.876,8.1,8.148,8.172,7.98
8.212,8.088,8.136,7.896,9.012,7.8,7.964,7.976,8.156,8.104
8.192,8.096,8.144,8.044,9.152,7.888,8.016,7.908,8.02,8.036
8.084,8.028,8.072,8.012,9.16,7.94,8.096,8.056,8.076,7.908
8.092,7.952,8.044,7.88,9.108,7.904,8.096,8.124,8.084,8
8.192,8.036,8.116,7.908,9.136,7.84,7.976,8.056,8.064,8.108
8.2,8.084,8.16,8.036,9.212,7.9,7.988,7.936,8.012,8.1
8.116,8.064,8.084,8.032,9.176,7.976,8.064,8.008,8.032,7.952
8.096,7.94,8.064,7.952,9.048,7.94,8.096,8.108,8.024,8.008
8.192,8.024,8.084,7.924,8.988,7.856,7.996,8.052,8.048,8.136
8.208,8.092,8.204,8.04,8.932,7.932,7.972,7.896,7.98,8.16
8.14,8.064,8.068,8.104,8.848,8.024,8.044,7.996,8.032,7.98
8.088,7.92,8.064,8.012,8.668,7.992,8.084,8.108,8.028,8.036
8.164,8.016,8.076,7.956,8.52,7.896,8.028,8.08,8.104,8.16
8.228,8.076,8.176,8.072,8.516,7.94,7.944,7.908,8.024,8.18
8.132,8.06,8.092,8.148,8.46,8.056,8.044,7.956,7.992,8.048
8.088,7.928,8.064,8.076,8.336,8.068,8.076,8.088,8.028,8.064
8.16,7.964,8.076,7.996,8.232,7.988,8.044,8.14,8.068,8.208
8.244,8.076,8.2,8.112,8.216,7.988,7.94,7.952,8.016,8.284
8.152,8.048,8.1,8.192,8.24,8.076,8.024,7.98,8,8.144
8.072,7.932,8.056,8.152,8.164,8.12,8.064,8.088,8.04,8.132
8.124,7.94,8.06,8.064,8.084,8.044,8.028,8.156,8.068,8.248
8.228,8.112,8.156,8.152,8.064,8.044,7.932,7.988,8.052,8.344
8.168,8.104,8.152,8.252,8.16,8.18,8,7.976,8.008,8.252
8.096,8.056,8.06,8.216,8.116,8.196,8.068,8.08,8.024,8.232
8.108,8.02,8.088,8.12,8.02,8.152,8.064,8.14,8.064,8.308
8.232,8.148,8.168,8.172,8.052,8.132,7.928,8.024,8.08,8.428
8.2,8.176,8.144,8.304,8.128,8.224,7.98,7.956,7.948,8.4
8.072,8.164,8.068,8.304,8.108,8.336,8.036,8.056,8.048,8.304
8.06,8.108,8.072,8.244,8.004,8.284,8.044,8.132,8.08,8.432
8.176,8.26,8.124,8.276,8.02,8.276,7.948,8.056,8.112,8.564
8.172,8.256,8.172,8.416,8.08,8.352,7.972,7.928,7.988,8.58
8.096,8.208,8.072,8.452,8.124,8.46,8.08,8.024,8.036,8.476
8.06,8.06,8.048,8.36,8.016,8.464,8.056,8.136,8.024,8.588
8.168,8.124,8.092,8.392,8.028,8.432,7.976,8.06,8.068,8.792
8.18,8.184,8.176,8.548,8.084,8.528,7.948,7.88,8.02,8.84
8.112,8.152,8.06,8.608,8.124,8.676,8.02,7.988,8.028,8.756
8.072,8.008,8.036,8.568,8.04,8.7,8.04,8.096,8.056,8.816
8.136,8.068,8.06,8.584,8.016,8.688,8.02,8.088,8.084,8.992
8.184,8.096,8.168,8.708,8.06,8.724,7.932,7.9,8.032,9.064
8.116,8.036,8.08,8.828,8.148,8.888,8.02,7.968,7.988,8.932
8.072,7.9,8.048,8.812,8.076,8.924,8.076,8.092,8.044,8.968
8.12,7.932,8.056,8.816,8.012,8.872,8.02,8.112,8.056,9.096
8.192,8.008,8.172,8.944,8.048,8.884,7.896,7.904,8.02,9.176
8.152,7.964,8.124,9.044,8.14,9.032,8.016,7.952,7.956,9.088
8.032,7.88,8.024,9.02,8.072,9.06,8.04,8.052,8.028,9.024
8.092,7.904,8.044,9.012,8.012,8.964,8.024,8.092,8.048,9.068
8.208,7.988,8.124,9.064,8.032,8.916,7.972,7.92,8.016,9.06
8.148,7.96,8.12,9.184,8.124,8.948,8.06,7.936,7.92,8.856
8.056,7.912,8.028,9.116,8.104,8.92,8.144,8.036,8.032,8.676
8.076,7.88,8.036,8.988,8.02,8.732,8.124,8.124,8.02,8.632
8.196,8,8.108,8.972,8.028,8.576,8.044,7.984,8.052,8.62
8.216,7.968,8.156,9.004,8.116,8.532,8.112,7.892,7.944,8.444
8.12,7.88,8.016,8.844,8.104,8.472,8.216,8.004,7.956,8.268
8.148,7.724,8.024,8.648,8.02,8.292,8.276,8.112,7.972,8.244
8.256,7.984,8.08,8.528,8.06,8.144,8.18,8.004,8.028,8.3
8.308,8.424,8.168,8.536,8.1,8.136,8.148,7.868,7.972,8.22
8.236,8.952,8.016,8.436,8.104,8.152,8.216,7.988,8.012,7.996
8.236,9.488,8.012,8.232,8.024,8.052,8.208,8.1,8.064,8.024
8.368,10.332,8.064,8.152,8.044,7.916,8.116,8.04,8.1,8.108
8.38,11.064,8.16,8.184,8.132,7.924,8.08,7.9,8.064,8.076
8.276,11.412,8.052,8.2,8.132,7.98,8.152,7.964,8.044,7.904
8.204,10.608,8.016,8.052,8.036,7.932,8.144,8.096,8.084,7.912
8.268,9.308,8.052,7.984,8.02,7.8,8.056,8.068,8.168,8.04
8.308,8.348,8.18,8.064,8.088,7.796,7.968,7.876,8.148,8.076
8.24,7.868,8.132,8.072,8.116,7.888,8.004,7.932,8.12,7.908
8.164,7.704,8.076,7.984,8.076,7.908,8.024,8.088,8.156,7.892
8.196,7.844,8.156,7.896,8.012,7.784,7.984,8.076,8.168,7.988
8.22,8,8.248,7.956,8.016,7.768,7.88,7.916,8.112,8.052
8.112,8.032,8.232,8.036,8.1,7.892,7.952,7.908,8.044,7.908
8,7.972,8.144,7.948,8.06,7.884,7.988,8.048,8.088,7.872
8.012,8.004,8.22,7.884,7.996,7.796,7.988,8.1,8.144,7.956
8.152,8.136,8.324,7.92,8.02,7.764,7.868,7.944,8.116,8.02
8.112,8.068,8.352,8.016,8.092,7.84,7.948,7.908,8,7.936
8.02,8.016,8.172,7.976,8.076,7.888,7.996,8.016,8.02,7.88
8.02,7.964,8.216,7.872,8,7.796,7.996,8.068,7.996,7.952
8.14,8.096,8.26,7.908,8,7.772,7.92,7.972,7.992,8.044
8.1,8.084,8.268,8.004,8.092,7.812,7.928,7.904,7.924,7.996
8.024,8.072,8.12,7.996,8.076,7.888,7.92,7.988,7.976,7.856
7.996,8.012,8.152,7.908,7.988,7.84,7.908,8.092,7.96,7.924
8.116,8.092,8.212,7.892,8,7.744,8.052,8.02,7.972,8.008
8.144,8.14,8.228,7.988,8.08,7.796,8.504,7.896,7.876,8.028
8,8.116,8.072,7.996,8.072,7.88,9.1,7.968,7.912,7.872
7.904,7.992,8.028,7.876,7.996,7.848,9.78,8.048,7.94,7.924
8.036,8.112,8.068,7.9,7.992,7.764,10.48,8.048,7.98,8.032
8.336,8.176,8.132,7.98,8.048,7.796,11.016,7.852,7.912,8.012
8.7,8.164,8.028,8.016,8.088,7.908,11.224,7.964,7.916,7.852
9.176,8.084,7.956,7.948,8.024,7.888,10.308,8.1,7.968,7.912
9.884,8.164,8.008,7.908,7.968,7.768,8.988,8.044,7.896,8.048
10.728,8.252,8.128,7.984,8.02,7.768,8.036,7.884,7.772,8.076
