f1y01,f1y02,f1y03,f1y04,f1y05,f1y06,f1y07,f1y08,f1y09,f1y10
7.836,7.804,8.036,8.008,7.736,7.988,8.168,8.036,7.96,8.2
7.784,7.776,7.972,8.04,7.448,8.096,8.18,8.16,8.004,7.636
7.792,7.78,7.96,8.024,7.98,8.164,8.192,8.308,7.876,7.468
7.844,7.844,7.952,8.012,8.288,8.072,8.212,8.212,7.856,7.452
7.864,8.092,7.996,8.02,7.856,8.04,8.212,8.116,7.936,7.52
7.768,8.56,7.988,8.036,7.416,8.072,8.22,8.22,8.056,7.544
7.76,9.1,7.94,8.024,7.852,8.164,8.268,8.4,7.94,7.632
7.824,9.692,7.936,8.004,8.308,8.092,8.3,8.324,7.964,7.672
7.9,10.148,7.972,8.044,7.912,8.056,8.296,8.244,7.996,7.72
7.832,10.108,7.98,8.02,7.408,8.1,8.308,8.324,8.02,7.66
7.816,9.52,7.944,8.04,7.744,8.2,8.344,8.496,7.776,7.636
7.88,8.908,7.928,7.996,8.26,8.216,8.368,8.456,7.696,7.676
8.004,8.428,7.98,8.028,7.992,8.12,8.344,8.384,7.728,7.692
7.948,7.984,8.004,8.024,7.476,8.144,8.408,8.416,7.876,7.64
7.892,7.76,7.952,8.032,7.672,8.248,8.46,8.608,7.892,7.64
8.016,7.768,7.916,7.996,8.192,8.3,8.508,8.636,7.844,7.72
8.084,7.848,7.956,8.032,8.052,8.184,8.536,8.544,7.848,7.708
7.972,7.932,7.992,8.032,7.544,8.164,8.556,8.528,7.94,7.684
7.888,8.048,7.968,8.016,7.596,8.268,8.632,8.728,7.92,7.672
7.932,8.028,7.9,8.008,8.132,8.324,8.684,8.776,7.88,7.64
8.028,7.984,7.956,8.008,8.144,8.224,8.748,8.708,7.94,7.68
7.944,8,8.016,8.004,7.66,8.156,8.752,8.636,8.068,7.68
7.864,8.028,7.964,8.02,7.532,8.22,8.848,8.82,7.924,7.636
7.868,8.016,7.92,8.02,8.084,8.244,8.904,8.916,7.696,7.664
7.944,7.964,7.96,8.008,8.248,8.148,8.964,8.844,7.696,7.736
7.84,7.992,8.004,8.024,7.764,8.052,9.052,8.744,7.908,7.76
7.736,8.008,7.94,8.036,7.468,8.148,9.124,8.856,7.988,7.72
7.748,8.008,7.94,8.016,8.012,8.168,9.188,8.948,7.912,7.672
7.86,7.964,7.952,7.996,8.36,8.088,9.228,8.852,8.104,7.704
7.856,7.956,8.016,8.012,7.976,8.016,9.284,8.696,8.344,7.724
7.732,8.02,8,8.036,7.524,8.032,9.332,8.704,8.272,7.744
7.704,8.044,8.008,8.02,7.944,8.088,9.364,8.776,7.936,7.724
7.78,7.992,8.024,7.992,8.376,8.024,9.36,8.616,7.616,7.78
7.824,7.968,8.08,8.044,8.008,7.968,9.332,8.42,7.688,7.792
7.748,8.008,8.088,8.024,7.536,8,9.244,8.404,7.872,7.796
7.708,8.056,8.072,8.04,7.876,8.084,9.196,8.48,7.832,7.76
7.796,8,8.08,7.984,8.364,8.06,9.108,8.348,7.808,7.764
7.88,7.964,8.136,8.036,8.124,7.98,8.968,8.156,7.86,7.836
7.78,8.028,8.128,8.044,7.624,7.984,8.864,8.108,8.024,7.828
7.676,8.068,8.148,8.048,7.776,8.052,8.78,8.216,7.984,7.828
7.66,8.052,8.172,8.004,8.32,8.084,8.688,8.152,7.98,7.828
7.82,8,8.244,8.056,8.16,7.988,8.548,8.016,8.052,7.86
8.108,8.044,8.24,8.028,7.68,7.972,8.46,7.932,8.156,7.876
8.496,8.088,8.172,8.016,7.68,8.108,8.368,8.072,8.104,7.88
9.164,8.076,8.152,8.02,8.28,8.144,8.316,8.096,8.004,7.86
9.94,8.02,8.192,8.032,8.292,8.036,8.244,7.988,8.032,7.928
10.608,8.08,8.212,8.024,7.788,8.02,8.176,7.888,8.26,7.988
10.944,8.128,8.176,8.044,7.572,8.096,8.136,8.004,8.316,7.936
10.636,8.112,8.096,8.036,8.08,8.148,8.116,8.084,8.152,7.992
9.488,8.064,8.144,8.004,8.236,8.108,8.048,7.936,8.116,8.056
8.42,8.084,8.16,8.016,7.776,8.172,8.04,7.832,8.216,8.084
7.748,8.16,8.084,8.016,7.424,8.704,7.996,7.94,8.372,8.084
7.592,8.172,8.004,8.028,7.972,9.5,8.012,8.08,8.26,8.112
7.692,8.128,7.992,8,8.308,9.752,7.964,7.948,8.136,8.18
7.772,8.136,8.04,8.012,7.856,9.74,7.956,7.84,8.24,8.232
7.732,8.156,7.996,8.064,7.364,9.356,7.952,7.936,8.292,8.236
7.78,8.216,7.912,8.02,7.832,8.864,7.988,8.084,8.284,8.216
7.912,8.2,7.936,7.996,8.292,8.408,7.972,8,8.236,8.264
7.944,8.164,7.976,8.06,7.904,8.18,7.94,7.864,8.204,8.28
7.888,8.244,7.94,8.052,7.424,8.052,7.924,7.904,8.268,8.292
7.832,8.26,7.896,8.044,7.732,8.068,7.944,8.064,8.164,8.252
7.908,8.272,7.908,8.004,8.192,8.04,7.928,8.028,8.14,8.264
7.964,8.26,7.992,8.04,7.86,7.94,7.928,7.904,8.168,8.304
7.908,8.34,7.98,8.048,7.348,8.012,7.936,7.88,8.264,8.244
7.808,8.388,7.92,8.068,7.6,8.188,7.94,8.044,8.14,8.184
7.896,8.364,7.9,8.028,8.524,8.232,7.96,8.02,8.016,8.12
7.988,8.36,7.952,8.072,9.088,8.108,7.924,7.924,7.988,8.096
7.912,8.456,7.956,8.048,9.496,8.08,7.9,7.904,8.052,8.04
7.848,8.484,7.912,8.048,10.284,8.164,7.908,8.032,7.976,7.972
7.896,8.512,7.9,8.012,11.396,8.228,7.908,8.076,7.864,7.944
7.992,8.5,7.928,8.04,11.08,8.144,7.896,7.96,7.824,7.924
7.952,8.584,7.98,8.032,9.972,8.1,7.908,7.86,7.924,7.888
7.88,8.66,7.92,8.06,8.932,8.188,7.9,8,7.904,7.828
7.912,8.672,7.92,8.032,8.708,8.224,7.932,8.08,7.772,7.776
8.036,8.672,7.924,8.032,8.276,8.14,7.916,7.972,7.724,7.796
8.02,8.716,7.956,8.064,7.544,8.088,7.888,7.864,7.788,7.776
7.936,8.78,7.928,8.056,6.984,8.212,7.916,7.944,7.804,7.7
7.936,8.828,7.916,8.024,7.492,8.272,7.912,8.096,7.664,7.696
8.064,8.852,7.94,8.02,7.96,8.204,7.888,7.976,7.692,7.748
8.08,8.864,8.012,8.064,7.76,8.144,7.864,7.848,7.764,7.76
7.98,8.928,7.94,8.052,7.372,8.204,7.88,7.936,7.804,7.748
7.988,8.972,7.872,8.048,8.008,8.272,7.916,8.072,7.632,7.7
8.084,8.952,7.844,8.004,8.504,8.244,7.924,7.972,7.64,7.696
8.148,8.948,7.916,8.04,8.164,8.172,7.88,7.88,7.684,7.68
8.092,9,8.112,8.044,7.568,8.212,7.888,7.916,7.764,7.684
8.084,9.024,8.448,8.036,7.932,8.308,7.9,8.044,7.728,7.72
8.144,8.932,8.936,8.016,8.444,8.288,7.9,7.996,7.668,7.716
8.204,8.868,9.672,8.048,8.212,8.22,7.88,7.876,7.648,7.732
8.144,8.888,10.476,8.056,7.652,8.216,7.884,7.896,7.732,7.72
8.128,8.868,10.976,8.048,7.848,8.284,7.916,8.044,7.688,7.632
8.2,8.752,10.252,8.04,8.428,8.324,7.92,8.016,7.64,7.64
8.296,8.636,9.544,8.044,8.292,8.232,7.912,7.896,7.644,7.7
8.296,8.632,9.116,8.064,7.78,8.224,7.88,7.836,7.744,7.704
8.236,8.572,8.6,8.052,7.772,8.332,7.888,8.004,7.708,7.672
8.304,8.492,8.084,8.008,8.384,8.368,7.916,8.032,7.6,7.684
8.448,8.38,7.768,8.052,8.416,8.284,7.888,7.916,7.648,7.728
8.456,8.344,7.624,8.064,7.908,8.28,7.884,7.824,7.76,7.716
8.38,8.312,7.648,8.064,7.732,8.364,7.888,7.94,7.752,7.74
8.48,8.252,7.856,8.028,8.34,8.424,7.9,8.052,7.644,7.692
8.624,8.176,8.02,8.04,8.544,8.328,7.896,7.928,7.636,7.748
8.64,8.144,8.108,8.028,8.092,8.284,7.872,7.828,7.716,7.716
8.592,8.144,8.092,8.072,7.716,8.384,7.852,7.916,7.76,7.7
8.696,8.112,8.068,8.036,8.272,8.452,7.892,8.052,7.64,7.672
8.816,8.052,8.056,8.008,8.64,8.4,7.88,7.94,7.64,7.724
8.888,8.036,8.108,8.028,8.252,8.352,7.856,7.812,7.728,7.708
8.812,8.06,8.092,8.084,7.724,8.416,7.868,7.896,7.776,7.7
8.872,8.068,8.044,8.04,8.228,8.5,7.892,8.032,7.716,7.712
8.956,8.012,8.028,8.036,8.712,8.524,7.9,7.956,7.688,7.732
9.072,7.984,8.084,8.044,8.38,8.44,7.868,7.836,7.716,7.74
8.992,8.032,8.072,8.076,7.828,8.504,7.856,7.852,7.752,7.724
8.984,8.056,8.044,8.06,8.224,8.612,7.88,8.012,7.72,7.7
9.02,8.012,8.056,8.02,8.736,8.668,7.864,7.992,7.676,7.688
9.084,7.98,8.128,8.04,8.524,8.588,7.812,7.864,7.728,7.736
8.928,8.044,8.1,8.076,7.96,8.604,7.864,7.844,7.768,7.74
8.8,8.056,8.036,8.06,8.204,8.724,7.848,8.008,7.732,7.692
8.756,8.02,8.072,8.044,8.772,8.756,7.856,8.024,7.688,7.7
8.728,7.98,8.116,8.064,8.688,8.68,7.848,7.916,7.7,7.744
8.548,8.012,8.148,8.076,8.14,8.712,7.848,7.848,7.752,7.732
8.384,8.052,8.072,8.064,8.228,8.8,7.828,7.976,7.736,7.752
8.348,8.02,8.092,8.028,8.812,8.888,7.864,8.032,7.632,7.744
8.336,8.012,8.1,8.044,8.876,8.796,7.844,7.924,7.692,7.768
8.248,8.016,8.172,8.06,8.372,8.792,7.832,7.84,7.832,7.768
8.08,8.06,8.14,8.076,8.248,8.896,7.848,7.968,7.864,7.732
8.044,8.036,8.12,8.032,8.872,8.976,7.848,8.044,7.74,7.772
8.08,7.988,8.124,8.02,9.136,8.856,7.852,7.896,7.76,7.824
8.06,8.016,8.208,8.076,8.672,8.784,7.82,7.836,7.872,7.816
7.916,8.06,8.196,8.064,8.368,8.84,7.848,7.952,7.932,7.752
7.9,8.044,8.14,8.052,8.96,8.86,7.852,8.04,7.86,7.796
7.956,7.988,8.176,8.044,9.356,8.748,7.816,7.94,7.844,7.844
7.952,7.972,8.248,8.076,8.972,8.656,7.812,7.832,7.956,7.876
7.844,8.044,8.208,8.092,8.508,8.616,7.82,7.9,8.02,7.924
7.852,8.06,8.168,8.068,8.992,8.624,7.828,8.064,7.92,7.884
7.92,8,8.208,8.036,9.548,8.54,7.848,7.988,7.912,7.912
7.936,7.996,8.272,8.068,9.216,8.416,7.84,7.872,7.98,7.916
7.848,8.028,8.284,8.096,8.704,8.372,7.824,7.908,8.032,7.824
7.824,8.068,8.284,8.08,9.096,8.408,7.82,8.04,7.956,7.78
7.884,8.016,8.308,8.06,9.62,8.344,7.864,8.024,7.868,7.808
7.92,7.976,8.368,8.12,9.384,8.208,7.856,7.892,7.888,7.832
7.88,8.024,8.392,8.112,8.816,8.192,7.84,7.872,7.948,7.772
7.816,8.052,8.38,8.124,8.964,8.228,7.864,8.02,7.856,7.744
7.864,8.028,8.364,8.08,9.452,8.228,7.864,8.02,7.768,7.736
7.932,7.96,8.456,8.12,9.252,8.1,7.84,7.928,7.752,7.732
7.904,7.996,8.532,8.124,8.624,8.08,7.828,7.884,7.812,7.696
7.816,8.02,8.524,8.14,8.564,8.16,7.848,7.996,7.808,7.628
7.868,7.996,8.54,8.136,9.036,8.172,7.836,8.04,7.66,7.648
7.964,7.96,8.644,8.208,8.94,8.088,7.816,7.928,7.648,7.684
7.9,7.98,8.736,8.216,8.344,8.048,7.848,7.86,7.716,7.708
7.808,8.044,8.696,8.284,8.092,8.132,7.872,8,7.732,7.664
7.844,8.024,8.752,8.264,8.532,8.16,7.88,8.084,7.644,7.672
7.96,7.972,8.844,8.26,8.684,8.068,7.86,8.004,7.644,7.656
7.936,7.976,8.948,8.188,8.14,8.004,7.82,7.92,7.716,7.656
7.848,8.012,8.948,8.196,7.72,8.076,7.832,8.06,7.712,7.676
7.84,8.044,8.972,8.14,8.208,8.152,7.852,8.2,7.56,7.664
7.932,7.976,9.008,8.072,8.504,8.084,7.88,8.116,7.592,7.676
7.948,7.956,9.096,8.12,8.048,8.012,7.836,7.988,7.708,7.68
7.852,8.012,9.096,8.12,7.524,8.072,7.816,8.072,7.768,7.656
7.828,8.008,9.088,8.1,7.952,8.124,7.876,8.212,7.656,7.668
7.892,7.96,9.1,8.068,8.42,8.072,7.888,8.136,7.612,7.64
7.944,7.968,9.156,8.12,8.072,7.996,7.86,8.036,7.68,7.536
7.868,7.988,9.132,8.132,7.52,8.044,7.86,8.044,7.724,7.472
7.836,8.016,9.012,8.06,7.8,8.092,7.872,8.192,7.624,7.608
7.864,7.98,8.96,8.016,8.324,8.108,7.848,8.108,7.548,7.928
7.94,7.956,8.94,8.052,8.084,8.008,7.832,8,7.568,8.46
7.896,7.98,8.88,8.04,7.516,8.024,7.86,7.996,7.752,9.104
7.804,8.02,8.688,8.024,7.708,8.108,7.852,8.148,8.064,9.688
7.836,7.972,8.604,8.008,8.268,8.116,7.876,8.112,8.404,10.248
8,7.94,8.58,8.056,8.144,8.016,7.844,7.96,8.792,10.756
7.904,7.984,8.524,8.032,7.608,8.008,7.84,7.872,9.48,10.888
7.792,8.012,8.404,8.048,7.66,8.116,7.864,8.028,10.248,10.78
7.828,7.984,8.324,8.004,8.2,8.168,7.868,7.988,10.792,9.896
7.924,7.936,8.252,8.052,8.24,8.072,7.856,7.86,10.316,8.616
7.904,7.976,8.272,8.056,7.704,8.04,7.864,7.772,8.944,7.836
7.812,8.012,8.192,8.072,7.568,8.12,7.86,7.908,8.224,7.56
7.816,8.012,8.104,8.052,8.112,8.16,7.892,8.008,7.824,7.468
7.888,7.968,8.096,8.032,8.336,8.068,7.88,7.876,7.696,7.572
7.884,7.972,8.128,8.024,7.836,8.02,7.852,7.78,7.788,7.636
7.8,8,8.08,7.988,7.504,8.116,7.848,7.88,7.868,7.656
7.812,8,8.036,7.976,7.984,8.128,7.876,7.988,7.748,7.76
7.864,7.976,8.016,8.072,8.388,8.116,7.856,7.884,7.656,7.728
7.924,7.964,8.072,8.328,7.94,8.032,7.864,7.784,7.68,7.752
7.816,8.028,8.008,8.804,7.444,8.1,7.88,7.876,7.712,7.684
7.796,8.008,7.992,9.316,7.876,8.148,7.88,7.992,7.612,7.668
7.876,7.968,7.992,9.884,8.372,8.112,7.86,7.928,7.532,7.704
7.944,7.952,8.036,10.568,8.032,8.028,7.848,7.828,7.58,7.728
7.86,8.008,8.036,10.652,7.508,8.064,7.864,7.852,7.668,7.708
7.776,7.992,7.98,9.812,7.788,8.132,7.888,8.004,7.616,7.708
7.792,7.976,7.96,8.996,8.352,8.16,7.868,7.964,7.556,7.716
7.928,7.92,8.032,8.54,8.116,8.024,7.836,7.852,7.556,7.708
7.836,7.988,8.04,8.06,7.556,8.032,7.856,7.744,7.644,7.708
7.764,8.016,7.988,7.736,7.724,8.128,7.852,7.764,7.62,7.668
7.836,7.984,7.96,7.512,8.284,8.152,7.872,7.692,7.56,7.676
7.932,7.936,8.012,7.516,8.192,8.048,7.836,7.764,7.572,7.708
7.856,7.988,8.068,7.536,7.648,8.012,7.848,8.004,7.688,7.732
7.776,8,7.98,7.5,7.668,8.104,7.856,8.512,7.68,7.764
7.816,8,7.96,7.544,8.232,8.16,7.888,9.152,7.584,7.76
7.924,7.96,8.012,7.696,8.268,8.064,7.848,9.604,7.608,7.74
7.876,7.976,8.028,7.776,7.724,8.036,7.824,10.232,7.7,7.752
7.78,8.024,8.012,7.848,7.544,8.1,7.868,10.948,7.712,7.72
7.808,8.008,7.948,7.94,8.072,8.152,7.892,10.876,7.6,7.732
7.904,7.964,7.976,8.024,8.324,8.052,7.86,9.728,7.612,7.768
7.9,7.976,8.04,8.08,7.848,8.008,7.836,8.792,7.68,7.772
7.796,8.012,7.996,8.116,7.496,8.076,7.864,8.456,7.72,7.76
7.796,8.02,7.984,8.144,8,8.152,7.864,8.296,7.616,7.776
7.872,7.96,7.984,8.116,8.34,8.084,7.852,8.04,7.656,7.8
7.92,7.968,8.032,8.184,7.948,8.02,7.86,7.864,7.744,7.784
7.872,8,8.012,8.204,7.428,8.064,7.852,8.012,7.78,7.808
7.892,8.024,7.944,8.192,7.86,8.116,7.884,8.208,7.688,7.816
7.968,7.98,7.956,8.2,8.312,8.108,7.908,8.148,7.676,7.84
8.04,7.94,8.06,8.208,8.008,8.032,7.864,8,7.764,7.868
7.992,8.004,8.028,8.256,7.448,8.024,7.852,8.008,7.824,7.86
7.952,8.02,7.984,8.232,7.78,8.104,7.916,8.136,7.788,7.872
8.044,7.984,7.972,8.208,8.316,8.128,7.924,8.084,7.732,7.876
8.136,7.944,8.012,8.268,8.064,8.008,7.98,8,7.808,7.916
8.048,8.004,8.02,8.28,7.516,8.024,8.028,7.964,7.856,7.908
7.968,8.012,7.952,8.268,7.7,8.084,8.112,8.104,7.816,7.928
8,7.984,7.98,8.256,8.236,8.144,8.1,8.084,7.756,7.932
8.08,7.948,7.992,8.28,8.108,8.008,8.024,7.988,7.796,7.976
8.032,8,8.044,8.304,7.6,7.996,8.012,7.944,7.912,8.02
7.904,8.016,7.984,8.316,7.592,8.088,8.04,8.1,7.936,8.02
7.924,7.984,7.96,8.284,8.184,8.128,8.068,8.132,7.816,8.056
8.012,7.948,7.964,8.328,8.192,8.024,8.092,8.012,7.812,8.096
7.956,8.004,8.04,8.34,7.712,8.008,8.056,7.928,7.924,8.152
7.808,8.036,7.964,8.336,7.5,8.08,8.048,8.072,7.94,8.132
7.812,8.032,7.932,8.312,8.044,8.12,8.02,8.176,7.876,8.156
7.888,7.988,7.984,8.336,8.276,8.048,7.928,8.052,7.916,8.204
7.888,8.004,8.016,8.356,7.828,7.984,7.924,7.968,7.992,8.252
7.812,8.12,7.984,8.372,7.444,8.044,7.904,8.088,8.032,8.244
7.78,8.096,7.928,8.356,7.936,8.132,7.94,8.208,7.968,8.312
7.832,8.06,7.968,8.344,8.34,8.068,7.932,8.104,7.964,8.34
7.864,8.02,8.016,8.4,7.904,8.008,7.9,8.008,8.072,8.38
7.78,8.1,7.988,8.428,7.408,8.068,7.884,8.088,8.132,8.368
7.78,8.16,7.944,8.42,7.812,8.112,7.904,8.204,8.036,8.34
7.828,8.16,7.968,8.42,8.328,8.072,7.848,8.14,8.016,8.388
7.896,8.116,7.984,8.464,7.976,8.008,7.816,8.052,8.072,8.356
7.844,8.116,7.972,8.508,7.416,8.032,7.792,8.04,8.148,8.296
7.78,8.128,7.936,8.492,7.74,8.112,7.804,8.196,8.096,8.248
7.768,8.076,7.916,8.46,8.3,8.132,7.816,8.164,7.984,8.2
7.796,8.004,8,8.556,8.04,8.008,7.812,8.08,7.948,8.168
7.924,8.06,8,8.612,7.488,8.012,7.8,8.08,8.036,8.08
8.212,8.06,7.932,8.588,7.668,8.084,7.82,8.24,7.984,8.04
8.764,8.008,7.928,8.596,8.228,8.116,7.836,8.268,7.852,7.98
9.476,7.972,7.988,8.672,8.1,8.004,7.784,8.132,7.824,7.972
10.168,8.024,7.992,8.688,7.612,8.008,7.804,8.1,7.856,7.952
10.74,8.052,7.952,8.74,7.592,8.092,7.804,8.252,7.788,7.908
11.136,7.972,7.92,8.732,8.14,8.136,7.812,8.316,7.66,7.832
10.652,7.92,7.936,8.836,8.2,8.048,7.82,8.216,7.636,7.836
9.34,7.928,7.992,8.868,7.728,8.004,7.784,8.132,7.7,7.82
8.204,7.976,7.964,8.916,7.516,8.092,7.848,8.284,7.676,7.796
7.76,7.984,7.924,8.912,8.024,8.104,7.856,8.388,7.56,7.772
7.796,7.924,7.94,8.992,8.292,8.04,7.832,8.3,7.56,7.784
7.856,7.952,8.008,9.04,7.796,7.976,7.828,8.236,7.608,7.76
7.816,7.984,7.968,9.152,7.452,8.072,7.828,8.336,7.632,7.768
7.832,7.988,7.916,9.172,7.928,8.12,7.832,8.48,7.516,7.772
7.964,7.952,7.928,9.216,8.356,8.08,7.848,8.404,7.488,7.78
8.012,7.956,7.992,9.292,7.94,8.004,7.832,8.34,7.576,7.776
7.944,7.952,7.936,9.376,7.444,8.06,7.864,8.432,7.624,7.736
7.916,7.864,7.916,9.4,7.816,8.104,7.88,8.592,7.532,7.752
7.988,7.768,7.96,9.396,8.32,8.088,7.852,8.576,7.484,7.772
8.016,7.852,7.984,9.444,7.964,8.008,7.768,8.5,7.544,7.772
7.964,8.096,7.968,9.508,7.452,8.032,7.688,8.544,7.604,7.76
7.892,8.468,7.92,9.536,7.728,8.096,7.616,8.712,7.516,7.748
7.972,8.932,7.952,9.544,8.268,8.116,7.688,8.708,7.456,7.76
8.024,9.496,7.98,9.564,8.008,8.024,7.976,8.644,7.496,7.772
7.988,10.14,7.948,9.568,7.548,8.012,8.768,8.648,7.596,7.764
7.924,10.288,7.928,9.54,7.704,8.076,10.048,8.82,7.544,7.748
7.968,9.752,7.924,9.456,8.24,8.104,11.384,8.86,7.504,7.752
8.1,9.12,7.944,9.444,8.084,7.992,12.616,8.796,7.544,7.756
8.012,8.716,8,9.36,7.636,7.996,13.188,8.78,7.644,7.78
7.948,8.252,7.936,9.268,7.592,8.072,12.1,8.94,7.608,7.772
7.996,7.852,7.9,9.192,8.152,8.124,10.164,9.028,7.524,7.756
8.088,7.76,7.96,9.104,8.228,8.02,8.504,8.924,7.544,7.788
8.068,7.88,8.004,9.012,7.728,7.976,7.876,8.844,7.624,7.788
7.984,7.988,7.956,8.924,7.524,8.06,7.792,8.968,7.668,7.764
8.02,8.044,7.96,8.792,8.036,8.112,7.776,9.016,7.572,7.748
8.12,8.008,7.98,8.7,8.328,8.036,7.824,8.856,7.612,7.792
8.132,8.06,8.052,8.592,7.828,7.976,7.876,8.736,7.668,7.8
8.068,8.084,8,8.556,7.464,8.052,7.988,8.776,7.712,7.752
8.064,8.072,8.008,8.444,7.928,8.096,8.08,8.82,7.636,7.74
8.16,8.02,8.044,8.36,8.384,8.072,8.08,8.636,7.628,7.804
8.228,8.02,8.06,8.34,7.972,7.996,8.036,8.468,7.712,7.792
8.144,8.06,8.084,8.332,7.512,8.024,8.016,8.44,7.8,7.768
8.108,8.06,8.024,8.268,7.92,8.108,8.004,8.492,7.704,7.752
8.2,8.032,8.064,8.2,8.4,8.084,7.968,8.38,7.692,7.752
8.296,8,8.116,8.212,8.008,7.964,7.948,8.224,7.74,7.78
8.248,8.068,8.188,8.18,7.52,7.988,7.96,8.184,7.812,7.764
8.196,8.088,8.176,8.156,7.852,8.064,7.988,8.284,7.744,7.772
8.272,8.056,8.16,8.084,8.408,8.112,7.968,8.204,7.712,7.756
8.376,8.032,8.208,8.124,8.16,8.012,7.988,8.076,7.76,7.788
8.352,8.052,8.176,8.108,7.664,8,7.96,8.016,7.832,7.776
8.312,8.104,8.1,8.096,7.828,8.06,7.98,8.132,7.764,7.764
8.372,8.076,8.124,8.052,8.348,8.124,7.984,8.156,7.7,7.768
8.492,8.04,8.168,8.096,8.216,8.004,7.972,8.028,7.744,7.784
8.476,8.068,8.16,8.1,7.712,7.976,7.98,7.944,7.844,7.8
8.436,8.092,8.088,8.052,7.72,8.064,8.02,8.088,7.884,7.76
8.516,8.08,8.076,8.068,8.24,8.116,8.024,8.148,7.824,7.78
8.648,8.06,8.06,8.056,8.352,8.076,7.976,7.996,7.856,7.772
8.696,8.088,8.072,8.088,7.86,8.028,8.004,7.94,7.896,7.76
8.664,8.14,8.028,8.096,7.636,8.124,8.036,8.064,7.928,7.732
8.712,8.124,7.952,8.032,8.076,8.176,8.048,8.152,7.884,7.744
8.876,8.08,7.952,8.056,8.32,8.116,8.04,8.028,7.892,7.776
8.896,8.104,7.996,8.044,7.792,8.096,8.044,7.936,8,7.784
8.864,8.168,7.924,8.1,7.428,8.168,8.048,8.02,8.056,7.764
8.892,8.148,7.872,8.076,7.888,8.208,8.048,8.14,7.928,7.764
9.028,8.116,7.912,8.036,8.34,8.208,8.064,8.04,7.948,7.768
9.068,8.104,7.96,8.06,7.892,8.124,8.072,7.94,8.044,7.772
9.036,8.168,7.944,8.132,7.44,8.192,8.06,8.02,8.08,7.732
9.02,8.212,7.888,8.08,7.792,8.236,8.104,8.148,7.896,7.736
9.108,8.148,7.892,8.064,8.312,8.208,8.1,8.068,7.872,7.744
9.12,8.164,7.952,8.088,7.932,8.08,8.096,7.992,7.924,7.768
9.016,8.2,7.904,8.116,7.46,8.108,8.136,7.98,8.004,7.756
8.904,8.236,7.868,8.1,7.712,8.144,8.156,8.112,7.928,7.768
8.888,8.22,7.88,8.096,8.272,8.156,8.184,8.088,7.792,7.744
8.848,8.2,7.904,8.104,7.932,8.008,8.14,7.992,7.772,7.78
8.704,8.252,7.936,8.104,7.428,7.988,8.176,7.968,7.832,7.768
8.504,8.284,7.912,8.08,7.568,8.048,8.196,8.112,7.776,7.736
8.476,8.276,7.888,8.084,8.2,8.076,8.216,8.108,7.716,7.756
8.464,8.284,7.932,8.108,8.44,7.944,8.212,7.976,7.704,7.744
8.336,8.32,7.96,8.12,8.704,7.912,8.212,7.916,7.756,7.76
8.172,8.372,7.884,8.108,9.584,8.02,8.244,8.072,7.752,7.736
8.112,8.38,7.856,8.084,10.908,8.036,8.268,8.16,7.652,7.752
8.184,8.356,7.936,8.092,11.46,7.956,8.272,8.024,7.64,7.768
8.136,8.428,7.968,8.112,10.572,7.904,8.3,7.932,7.732,7.788
8.016,8.496,7.944,8.088,9.7,7.976,8.328,8.056,7.704,7.74
7.988,8.496,7.912,8.036,9.34,8.028,8.352,8.128,7.608,7.736
8.076,8.488,7.896,8.04,8.864,7.98,8.404,7.996,7.596,7.736
8.048,8.556,7.908,8.06,7.8,7.92,8.4,7.936,7.7,7.768
7.952,8.6,7.836,8.068,7.196,7.976,8.488,8.028,7.732,7.764
7.908,8.66,7.8,8.048,7.476,8.02,8.54,8.108,7.612,7.732
7.972,8.652,8.012,8.036,7.86,8.02,8.596,8.032,7.628,7.76
8.04,8.672,8.416,8.072,7.556,7.928,8.628,7.948,7.7,7.772
7.956,8.772,8.896,8.084,7.28,7.96,8.672,7.988,7.76,7.744
7.88,8.808,9.48,8.032,7.84,8.028,8.768,8.116,7.644,7.732
7.984,8.828,10.272,8.004,8.476,7.996,8.824,8.028,7.564,7.716
8.052,8.84,10.968,8.048,8.168,7.9,8.84,7.932,7.54,7.756
7.936,8.892,10.388,8.04,7.648,7.936,8.916,7.952,7.748,7.74
7.848,8.956,9.548,8.036,7.916,8.1,9.004,8.104,8.024,7.748
7.948,8.932,9.084,7.992,8.456,8.404,9.068,8.092,8.428,7.776
8.036,8.932,8.676,8.044,8.2,8.888,9.144,7.976,8.844,7.8
7.98,8.996,8.228,8.06,7.712,9.54,9.204,7.9,9.432,7.804
7.9,9.04,7.784,8.028,7.892,9.668,9.236,8.048,10.124,7.796
7.944,8.98,7.56,8,8.4,9.48,9.268,8.08,10.86,7.812
8.024,8.948,7.612,8.028,8.32,8.752,9.248,7.952,10.708,7.888
8.004,8.952,7.868,8.036,7.812,8.332,9.24,7.888,9.348,7.872
7.88,8.928,7.964,8.028,7.816,8.244,9.224,8.02,8.456,7.848
7.928,8.876,7.996,7.992,8.34,8.18,9.16,8.06,7.932,7.848
8.004,8.756,8.06,8.024,8.436,7.92,9.056,7.972,7.876,7.904
8.02,8.728,8.136,8.024,7.964,7.844,8.956,7.912,7.956,7.948
7.896,8.68,8.068,8.048,7.776,7.916,8.86,8.036,8.004,7.952
7.928,8.608,7.988,8.004,8.268,8.024,8.744,8.092,7.896,7.976
8.036,8.476,8.028,7.992,8.588,8,8.616,7.96,7.848,7.976
